Dato;Track;Race Number;Distance;Surface;Prize money;Starting position;Jockey;Jockey weight;Country;Horse age;TrainerName;Race time;Path;Final place;FGrating;Odds;RaceType;HorseId;JockeyId;TrainerID
02.12.2018;Sha Tin;3;1800;Dirt;920000;4;Z Purton;60;New Zealand;6;P F Yiu;109,2;3;2;124;5,3;Handicap;22379;8650;6700
12.12.2018;Happy Valley;5;1800;Gress;920000;8;C Y Ho;59;New Zealand;6;P F Yiu;110,38;0;5;116;14;Handicap;22379;8659;6700
29.12.2018;Sha Tin;1;1650;Dirt;920000;2;K Teetan;60;New Zealand;6;P F Yiu;99,46;5;4;124;2,8;Handicap;22379;8652;6700
02.02.2019;Sha Tin;6;1650;Dirt;920000;1;U Rispoli;59;New Zealand;7;P F Yiu;99,68;0;5;118;7,9;Handicap;22379;8662;6700
27.02.2019;Happy Valley;2;1800;Gress;920000;2;U Rispoli;58;New Zealand;7;P F Yiu;109,77;3;4;121;11;Handicap;22379;8662;6700
10.03.2019;Sha Tin;2;1800;Dirt;920000;3;Z Purton;59;New Zealand;7;P F Yiu;110,64;3;2;125;4,3;Handicap;22379;8650;6700
10.04.2019;Happy Valley;6;1800;Gress;920000;9;Z Purton;59;New Zealand;7;P F Yiu;110,01;2;8;117;7,2;Handicap;22379;8650;6700
22.04.2019;Sha Tin;6;1800;Gress;920000;1;G van Niekerk;59;New Zealand;7;P F Yiu;108,67;1;2;118;27;Handicap;22379;8831;6700
08.05.2019;Sha Tin;5;1800;Dirt;920000;2;G van Niekerk;60;New Zealand;7;P F Yiu;109,82;2;3;118;7,1;Handicap;22379;8831;6700
29.05.2019;Happy Valley;3;2200;Gress;920000;3;G van Niekerk;60;New Zealand;7;P F Yiu;138,09;5;10;118;23;Handicap;22379;8831;6700
08.06.2019;Sha Tin;6;1800;Gress;920000;7;N Callan;60;New Zealand;7;P F Yiu;108,39;1;7;118;21;Handicap;22379;8651;6700
03.07.2019;Happy Valley;3;1800;Gress;920000;9;N Callan;59;New Zealand;7;P F Yiu;110,03;1;8;114;16;Handicap;22379;8651;6700
14.07.2019;Sha Tin;6;1800;Gress;920000;14;Martin Harley;58;New Zealand;7;P F Yiu;109,94;4;13;107;105;Handicap;22379;8486;6700
15.09.2019;Sha Tin;1;1800;Gress;967000;8;G van Niekerk;58;New Zealand;7;P F Yiu;107,33;2;4;114;12;Ikke klassifisert;22379;8831;6700
25.09.2019;Happy Valley;4;1800;Gress;967000;2;G van Niekerk;57;New Zealand;7;P F Yiu;110,19;0;3;115;9,4;Handicap;22379;8831;6700
16.10.2019;Happy Valley;4;1800;Gress;967000;11;Joao Moreira;57;New Zealand;7;P F Yiu;109,05;0;1;119;11;Handicap;22379;8443;6700
01.12.2019;Sha Tin;5;1800;Dirt;967000;9;C Y Ho;58;New Zealand;7;P F Yiu;108,96;4;8;113;9,6;Handicap;22379;8659;6700
11.12.2019;Happy Valley;4;1800;Gress;967000;3;N Callan;59;New Zealand;7;P F Yiu;110,78;0;4;115;10;Handicap;22379;8651;6700
21.12.2019;Sha Tin;6;1800;Gress;967000;11;N Callan;58;New Zealand;7;P F Yiu;108,39;3;1;118;37;Handicap;22379;8651;6700
05.01.2020;Sha Tin;6;1800;Gress;967000;12;N Callan;60;New Zealand;8;P F Yiu;108,66;3;5;121;19;Handicap;22379;8651;6700
29.01.2020;Happy Valley;5;1800;Gress;967000;4;Tony Piccone;60;New Zealand;8;P F Yiu;109,87;1;7;116;12;Handicap;22379;8829;6700
23.02.2020;Sha Tin;4;2000;Gress;967000;5;M F Poon;59;New Zealand;8;P F Yiu;123,6;4;12;116;43;Handicap;22379;8658;6700
14.03.2020;Sha Tin;5;1800;Dirt;967000;14;M Chadwick;60;New Zealand;8;P F Yiu;109,02;6;9;120;68;Handicap;22379;8663;6700
22.04.2020;Happy Valley;4;1650;Gress;967000;8;N Callan;59;New Zealand;8;P F Yiu;100,06;3;2;123;18;Handicap;22379;8651;6700
06.05.2020;Happy Valley;2;1650;Gress;967000;7;N Callan;60;New Zealand;8;P F Yiu;100,05;0;6;115;13;Handicap;22379;8651;6700
10.06.2020;Happy Valley;2;1800;Gress;967000;8;N Callan;59;New Zealand;8;P F Yiu;109,92;3;4;120;8,4;Handicap;22379;8651;6700
03.09.2017;Sha Tin;5;1200;Gress;660000;8;M F Poon;49;Australia;8;L Ho;70,53;3;5;103;6,4;Handicap;22380;8658;6689
11.10.2017;Happy Valley;1;1000;Gress;660000;12;M F Poon;50;Australia;8;L Ho;58,06;3;6;97;9,7;Handicap;22380;8658;6689
29.10.2017;Happy Valley;3;1200;Gress;660000;3;M Chadwick;52;Australia;8;L Ho;70,85;1;3;102;4;Handicap;22380;8663;6689
15.11.2017;Happy Valley;1;1000;Gress;660000;2;M L Yeung;51;Australia;8;L Ho;58,21;1;4;99;6,7;Handicap;22380;8661;6689
10.01.2018;Happy Valley;1;1000;Gress;660000;4;K Teetan;51;Australia;9;L Ho;58,45;1;7;98;4,5;Handicap;22380;8652;6689
14.02.2018;Happy Valley;2;1200;Gress;660000;3;Joao Moreira;51;Australia;9;L Ho;71,31;0;4;97;4,7;Handicap;22380;8443;6689
21.02.2018;Happy Valley;1;1000;Gress;660000;7;H T Mo;49;Australia;9;L Ho;57,67;2;2;104;11;Handicap;22380;8657;6689
14.03.2018;Happy Valley;1;1200;Gress;660000;4;M Chadwick;52;Australia;9;L Ho;71,15;0;7;94;12;Handicap;22380;8663;6689
16.09.2017;Sha Tin;10;1400;Gress;1310000;4;M F Poon;57;Australia;6;R Gibson;81,67;0;5;125;7,1;Handicap;22381;8658;6694
14.10.2017;Sha Tin;10;1400;Gress;1310000;6;M F Poon;57;Australia;6;R Gibson;82,11;1;2;127;14;Handicap;22381;8658;6694
26.11.2017;Sha Tin;8;1400;Gress;1860000;13;H T Mo;51;Australia;6;R Gibson;82,36;1;5;123;25;Handicap;22381;8657;6694
01.01.2018;Sha Tin;11;1400;Gress;1860000;11;A Badel;52;Australia;7;R Gibson;82,21;3;1;132;23;Handicap;22381;8665;6694
04.02.2018;Sha Tin;7;1400;Gress;1860000;4;A Badel;54;Australia;7;R Gibson;82,45;3;3;132;7,7;Handicap;22381;8665;6694
03.03.2018;Sha Tin;3;1400;Gress;1860000;7;U Rispoli;54;Australia;7;R Gibson;82,17;0;2;131;6,7;Handicap;22381;8662;6694
02.04.2018;Sha Tin;7;1400;Gress;1860000;7;Douglas Whyte;55;Australia;7;R Gibson;81,71;0;3;131;6,3;Handicap;22381;8446;6694
05.09.2018;Happy Valley;8;1200;Gress;1950000;9;M F Poon;52;Australia;7;R Gibson;70,92;5;6;130;15;Handicap;22381;8658;6694
12.09.2018;Happy Valley;8;1650;Gress;1950000;12;M F Poon;53;Australia;7;R Gibson;100,4;4;3;129;15;Handicap;22381;8658;6694
28.10.2018;Happy Valley;7;1650;Gress;1950000;3;K Teetan;54;Australia;7;R Gibson;101,17;3;6;127;5,8;Handicap;22381;8652;6694
25.11.2018;Sha Tin;10;1400;Gress;1950000;6;A Badel;56;Australia;7;R Gibson;85,19;3;10;115;18;Handicap;22381;8665;6694
29.12.2018;Sha Tin;10;1400;Gress;1950000;2;M Chadwick;54;Australia;7;R Gibson;82,4;1;9;117;29;Handicap;22381;8663;6694
20.01.2019;Sha Tin;9;1400;Gress;1380000;7;H Bowman;60;Australia;8;R Gibson;82,52;0;6;125;11;Handicap;22381;8666;6694
17.02.2019;Sha Tin;10;1400;Gress;1380000;9;C Wong;56;Australia;8;R Gibson;82,22;0;1;127;22;Handicap;22381;8774;6694
17.12.2017;Sha Tin;1;1000;Gress;800000;5;C Y Ho;56;Australia;4;YS Tsui;59,22;0;12;90;67;Handicap;22382;8659;6686
21.01.2018;Sha Tin;1;1000;Gress;880000;8;C Y Ho;58;Australia;5;YS Tsui;58,9;0;12;96;99;Handicap;22382;8659;6686
14.03.2018;Happy Valley;3;1000;Gress;880000;11;C Y Ho;55;Australia;5;YS Tsui;58,48;1;11;103;99;Handicap;22382;8659;6686
25.04.2018;Happy Valley;5;1200;Gress;880000;4;C Y Ho;54;Australia;5;YS Tsui;71,26;2;9;104;99;Handicap;22382;8659;6686
26.09.2018;Happy Valley;1;1000;Gress;690000;10;A Sanna;58;Australia;5;YS Tsui;58,49;3;9;96;84;Handicap;22382;8672;6686
06.09.2017;Happy Valley;7;1650;Gress;1310000;4;K Teetan;55;Frankrike;6;DE Ferraris;101;1;2;121;5;Handicap;22383;8652;6688
27.09.2017;Happy Valley;7;1650;Gress;1310000;2;K Teetan;54;Frankrike;6;DE Ferraris;99,5;2;2;123;6,3;Handicap;22383;8652;6688
18.10.2017;Happy Valley;8;1650;Gress;1310000;9;Joao Moreira;57;Frankrike;6;DE Ferraris;100,91;7;9;125;4;Handicap;22383;8443;6688
06.12.2017;Happy Valley;8;1650;Gress;1572000;9;K Teetan;55;Frankrike;6;DE Ferraris;100,64;3;6;124;12;Handicap;22383;8652;6688
27.12.2017;Happy Valley;7;1650;Gress;1310000;11;K Teetan;56;Frankrike;6;DE Ferraris;101,24;5;6;126;12;Handicap;22383;8652;6688
28.01.2018;Sha Tin;10;1600;Gress;1310000;8;Douglas Whyte;54;Frankrike;7;DE Ferraris;96,5;1;7;116;49;Handicap;22383;8446;6688
10.02.2018;Sha Tin;3;1600;Gress;1310000;7;A Badel;54;Frankrike;7;DE Ferraris;95,97;3;6;124;15;Handicap;22383;8665;6688
28.02.2018;Sha Tin;6;1650;Dirt;1310000;2;M Chadwick;52;Frankrike;7;DE Ferraris;98,44;1;3;115;14;Handicap;22383;8663;6688
11.03.2018;Sha Tin;6;1650;Dirt;1310000;9;K Teetan;53;Frankrike;7;DE Ferraris;98,95;3;5;116;17;Handicap;22383;8652;6688
11.04.2018;Happy Valley;2;1650;Gress;880000;12;K Teetan;58;Frankrike;7;DE Ferraris;100,75;2;3;121;12;Handicap;22383;8652;6688
25.04.2018;Happy Valley;4;1650;Gress;880000;12;N Callan;60;Frankrike;7;DE Ferraris;100,74;0;4;119;9,7;Handicap;22383;8651;6688
09.05.2018;Happy Valley;4;1650;Gress;880000;3;N Callan;60;Frankrike;7;DE Ferraris;100,82;4;3;127;3,6;Handicap;22383;8651;6688
01.10.2018;Sha Tin;6;1600;Gress;1380000;8;M Chadwick;54;Frankrike;7;DE Ferraris;95,42;0;8;115;30;Handicap;22383;8663;6688
13.10.2018;Sha Tin;2;1800;Gress;1380000;6;Douglas Whyte;55;Frankrike;7;DE Ferraris;108,58;1;6;122;27;Handicap;22383;8446;6688
31.10.2018;Sha Tin;7;1650;Dirt;1380000;10;Douglas Whyte;54;Frankrike;7;DE Ferraris;99,59;4;9;123;49;Handicap;22383;8446;6688
10.11.2018;Sha Tin;10;1600;Gress;1380000;4;U Rispoli;54;Frankrike;7;DE Ferraris;95,43;2;2;123;14;Handicap;22383;8662;6688
16.12.2018;Sha Tin;10;1600;Gress;1380000;7;U Rispoli;54;Frankrike;7;DE Ferraris;95,35;2;9;119;33;Handicap;22383;8662;6688
12.01.2019;Sha Tin;7;1800;Gress;1380000;6;G van Niekerk;55;Frankrike;8;DE Ferraris;108,88;1;10;117;46;Handicap;22383;8831;6688
20.01.2019;Sha Tin;6;1600;Gress;1380000;8;M Chadwick;54;Frankrike;8;DE Ferraris;95,15;0;6;115;61;Handicap;22383;8663;6688
02.02.2019;Sha Tin;8;1650;Dirt;1380000;1;H N Wong;52;Frankrike;8;DE Ferraris;99,29;2;3;117;17;Handicap;22383;8660;6688
24.02.2019;Sha Tin;10;1650;Dirt;1380000;2;H N Wong;51;Frankrike;8;DE Ferraris;99,62;2;8;106;30;Handicap;22383;8660;6688
02.03.2019;Sha Tin;10;1400;Gress;1380000;12;H N Wong;54;Frankrike;8;DE Ferraris;82,7;2;5;119;38;Handicap;22383;8660;6688
14.04.2019;Sha Tin;10;1600;Gress;1380000;7;M Chadwick;52;Frankrike;8;DE Ferraris;96,37;0;8;118;53;Handicap;22383;8663;6688
18.05.2019;Sha Tin;7;1400;Gress;1380000;2;K Teetan;53;Frankrike;8;DE Ferraris;81,81;0;6;115;40;Handicap;22383;8652;6688
07.07.2019;Sha Tin;6;1600;Gress;920000;13;U Rispoli;60;Frankrike;8;DE Ferraris;96,21;1;12;105;25;Handicap;22383;8662;6688
16.10.2019;Happy Valley;3;1650;Gress;967000;2;A Sanna;59;Frankrike;8;DE Ferraris;100,63;0;2;117;11;Handicap;22383;8672;6688
06.11.2019;Happy Valley;4;1650;Gress;967000;1;N Callan;59;Frankrike;8;DE Ferraris;100,58;0;1;119;5,8;Handicap;22383;8651;6688
11.01.2020;Sha Tin;9;1400;Gress;1450000;14;L Hewitson;53;Frankrike;9;DE Ferraris;82,39;2;9;116;79;Handicap;22383;9094;6688
22.01.2020;Happy Valley;7;1650;Gress;1450000;10;L Hewitson;52;Frankrike;9;DE Ferraris;100,42;2;1;118;40;Handicap;22383;9094;6688
26.02.2020;Happy Valley;8;1650;Gress;1450000;10;L Hewitson;53;Frankrike;9;DE Ferraris;99,93;3;9;119;68;Handicap;22383;9094;6688
14.03.2020;Sha Tin;10;1400;Gress;1450000;5;H N Wong;55;Frankrike;9;DE Ferraris;82,6;1;11;111;221;Handicap;22383;8660;6688
26.04.2020;Sha Tin;4;1600;Gress;1450000;3;M L Yeung;55;Frankrike;9;DE Ferraris;95,35;2;12;115;130;Handicap;22383;8661;6688
20.05.2020;Happy Valley;7;1650;Gress;1450000;6;M Chadwick;55;Frankrike;9;DE Ferraris;99,79;3;6;118;48;Handicap;22383;8663;6688
07.06.2020;Sha Tin;9;1600;Gress;1450000;5;K C Leung;54;Frankrike;9;DE Ferraris;97,1;2;9;107;62;Handicap;22383;8656;6688
01.11.2017;Sha Tin;2;1200;Dirt;880000;4;M F Poon;56;Australia;7;D Hall;70,02;3;3;117;5,8;Handicap;22384;8658;6519
20.12.2017;Happy Valley;2;1200;Gress;880000;3;M F Poon;55;Australia;7;D Hall;70,12;0;4;108;5,2;Handicap;22384;8658;6519
13.01.2018;Sha Tin;6;1200;Dirt;880000;10;M F Poon;55;Australia;8;D Hall;69,28;4;7;117;12;Handicap;22384;8658;6519
24.01.2018;Sha Tin;2;1200;Dirt;880000;3;M F Poon;54;Australia;8;D Hall;70,14;2;10;102;6,6;Handicap;22384;8658;6519
10.02.2018;Sha Tin;6;1650;Dirt;880000;8;Z Purton;56;Australia;8;D Hall;98,97;6;2;124;22;Handicap;22384;8650;6519
28.02.2018;Sha Tin;5;1650;Dirt;880000;13;Z Purton;56;Australia;8;D Hall;99,16;0;7;110;17;Handicap;22384;8650;6519
21.03.2018;Happy Valley;3;1650;Gress;880000;6;Z Purton;57;Australia;8;D Hall;101,82;3;10;106;9,6;Handicap;22384;8650;6519
09.09.2018;Sha Tin;6;1200;Dirt;920000;6;M F Poon;52;Australia;8;D Hall;70,06;4;1;117;9,2;Handicap;22384;8658;6519
13.10.2018;Sha Tin;4;1200;Dirt;920000;3;M F Poon;54;Australia;8;D Hall;69,18;0;3;114;11;Handicap;22384;8658;6519
31.10.2018;Sha Tin;5;1200;Dirt;920000;4;C Wong;54;Australia;8;D Hall;70,16;0;9;104;12;Handicap;22384;8774;6519
05.12.2018;Happy Valley;7;1650;Gress;1104000;1;Mickael Barzalona;57;Australia;8;D Hall;100,95;0;5;116;37;Handicap;22384;8413;6519
19.12.2018;Sha Tin;3;1650;Dirt;920000;6;C Wong;54;Australia;8;D Hall;101,03;7;9;106;18;Handicap;22384;8774;6519
10.03.2019;Sha Tin;6;1200;Dirt;920000;12;M F Poon;55;Australia;9;D Hall;71,3;3;11;102;22;Handicap;22384;8658;6519
03.04.2019;Sha Tin;4;1200;Dirt;920000;2;Z Purton;56;Australia;9;D Hall;70,58;0;6;102;16;Handicap;22384;8650;6519
22.10.2017;Sha Tin;1;1000;Gress;880000;9;W M Lai;56;New Zealand;4;CH Yip;58,08;0;6;110;65;Handicap;22385;8674;6687
15.11.2017;Happy Valley;3;1200;Gress;880000;12;W M Lai;54;New Zealand;4;CH Yip;71;0;8;103;95;Handicap;22385;8674;6687
13.01.2018;Sha Tin;2;1400;Gress;880000;13;C Schofield;54;New Zealand;5;CH Yip;83,19;4;11;113;47;Handicap;22385;8655;6687
10.02.2018;Sha Tin;5;1400;Gress;880000;5;A Badel;53;New Zealand;5;CH Yip;82,92;0;5;107;17;Handicap;22385;8665;6687
03.03.2018;Sha Tin;1;1000;Gress;880000;13;K Teetan;52;New Zealand;5;CH Yip;57,67;0;3;104;13;Handicap;22385;8652;6687
02.04.2018;Sha Tin;1;1200;Gress;660000;1;M F Poon;58;New Zealand;5;CH Yip;70,71;0;11;99;5;Handicap;22385;8658;6687
09.05.2018;Happy Valley;1;1200;Gress;660000;3;Joao Moreira;60;New Zealand;5;CH Yip;72,17;1;11;97;6,4;Handicap;22385;8443;6687
10.09.2017;Sha Tin;4;1400;Gress;660000;6;N Callan;59;Australia;5;R Gibson;83,55;2;6;106;11;Handicap;22386;8651;6694
27.09.2017;Happy Valley;2;1200;Gress;660000;7;Z Purton;59;Australia;5;R Gibson;70,51;2;1;114;11;Handicap;22386;8650;6694
18.10.2017;Happy Valley;5;1200;Gress;880000;5;K Teetan;52;Australia;5;R Gibson;71,08;1;3;106;13;Handicap;22386;8652;6694
15.11.2017;Happy Valley;3;1200;Gress;880000;4;C Schofield;52;Australia;5;R Gibson;70,89;2;7;107;10;Handicap;22386;8655;6694
13.12.2017;Happy Valley;2;1200;Gress;880000;3;M Chadwick;52;Australia;5;R Gibson;71,33;0;10;90;20;Handicap;22386;8663;6694
13.01.2018;Sha Tin;1;1400;Gress;660000;1;K Teetan;60;Australia;6;R Gibson;83,32;3;3;114;5,8;Handicap;22386;8652;6694
18.02.2018;Sha Tin;1;1400;Gress;660000;12;K Teetan;60;Australia;6;R Gibson;83,35;3;4;111;8,3;Handicap;22386;8652;6694
03.03.2018;Sha Tin;2;1600;Gress;660000;13;Z Purton;59;Australia;6;R Gibson;95,61;2;2;114;8,1;Handicap;22386;8650;6694
28.03.2018;Happy Valley;1;1650;Gress;660000;12;Joao Moreira;60;Australia;6;R Gibson;101,45;5;9;108;4,9;Handicap;22386;8443;6694
06.05.2018;Sha Tin;3;1400;Gress;660000;5;U Rispoli;60;Australia;6;R Gibson;83,97;2;9;105;9,7;Handicap;22386;8662;6694
02.09.2018;Sha Tin;2;1600;Gress;690000;9;K C Leung;55;Australia;6;R Gibson;95,31;0;5;105;21;Handicap;22386;8656;6694
03.10.2018;Happy Valley;1;1650;Gress;690000;3;C Wong;54;Australia;6;R Gibson;102;0;8;98;8,5;Handicap;22386;8774;6694
18.10.2018;Happy Valley;4;1800;Gress;690000;9;C Wong;53;Australia;6;R Gibson;110,97;6;7;109;53;Handicap;22386;8774;6694
04.11.2018;Sha Tin;3;1600;Gress;690000;9;N Callan;58;Australia;6;R Gibson;96,1;2;4;110;21;Handicap;22386;8651;6694
05.12.2018;Happy Valley;1;1650;Gress;690000;8;N Callan;57;Australia;6;R Gibson;101,2;0;4;104;10;Handicap;22386;8651;6694
12.12.2018;Happy Valley;1;1650;Gress;690000;11;Z Purton;56;Australia;6;R Gibson;100,61;3;1;111;6,4;Handicap;22386;8650;6694
09.01.2019;Happy Valley;1;1650;Gress;690000;12;Z Purton;59;Australia;7;R Gibson;101,65;4;9;106;6;Handicap;22386;8650;6694
27.02.2019;Happy Valley;1;1650;Gress;690000;12;C Wong;55;Australia;7;R Gibson;100,86;3;10;100;21;Handicap;22386;8774;6694
17.04.2019;Happy Valley;1;1650;Gress;690000;8;H T Mo;58;Australia;7;R Gibson;101,43;0;9;97;36;Handicap;22386;8657;6694
26.05.2019;Sha Tin;3;1400;Gress;690000;6;N Callan;58;Australia;7;R Gibson;84,55;0;6;100;80;Handicap;22386;8651;6694
05.06.2019;Happy Valley;2;1650;Gress;690000;7;C Schofield;57;Australia;7;R Gibson;102,27;1;10;100;31;Handicap;22386;8655;6694
10.07.2019;Happy Valley;2;1650;Gress;690000;11;H T Mo;55;Australia;7;R Gibson;101,96;2;9;95;50;Handicap;22386;8657;6694
23.10.2019;Happy Valley;1;1650;Gress;725000;2;N Callan;55;Australia;7;R Gibson;100,06;1;5;105;19;Handicap;22386;8651;6694
04.12.2019;Happy Valley;2;1650;Gress;725000;6;Z Purton;54;Australia;7;R Gibson;100,34;2;3;107;12;Handicap;22386;8650;6694
18.12.2019;Happy Valley;1;1650;Gress;725000;7;A Badel;55;Australia;7;R Gibson;100,79;3;9;100;17;Handicap;22386;8665;6694
01.03.2020;Sha Tin;2;1600;Gress;725000;3;M F Poon;54;Australia;8;R Gibson;95,87;0;8;97;41;Handicap;22386;8658;6694
25.03.2020;Happy Valley;1;1650;Gress;725000;7;M F Poon;53;Australia;8;R Gibson;101,26;1;6;98;33;Handicap;22386;8658;6694
09.05.2020;Sha Tin;4;1600;Gress;725000;1;C Wong;51;Australia;8;R Gibson;96,06;0;7;95;43;Handicap;22386;8774;6694
31.05.2020;Sha Tin;2;1400;Gress;725000;4;V Borges;52;Australia;8;R Gibson;82,74;0;1;100;19;Handicap;22386;8905;6694
06.09.2017;Happy Valley;7;1650;Gress;1310000;6;Olivier Doleuze;59;Tyskland;4;CW Chang;101,14;2;4;126;11;Handicap;22387;8449;6696
20.09.2017;Happy Valley;2;1800;Gress;1310000;6;Olivier Doleuze;59;Tyskland;4;CW Chang;110,09;6;6;124;7,6;Handicap;22387;8449;6696
08.10.2017;Sha Tin;9;1650;Dirt;1310000;8;Olivier Doleuze;58;Tyskland;4;CW Chang;99,91;6;4;131;26;Handicap;22387;8449;6696
25.10.2017;Happy Valley;1;2200;Gress;1310000;7;Olivier Doleuze;58;Tyskland;4;CW Chang;135,38;5;4;130;7,8;Handicap;22387;8449;6696
03.12.2017;Sha Tin;6;1650;Dirt;1310000;3;Olivier Doleuze;56;Tyskland;4;CW Chang;99,18;2;2;128;8,1;Handicap;22387;8449;6696
23.12.2017;Sha Tin;8;1650;Dirt;1310000;13;Olivier Doleuze;58;Tyskland;4;CW Chang;98,45;4;5;127;14;Handicap;22387;8449;6696
24.01.2018;Sha Tin;8;1650;Dirt;1310000;14;Joao Moreira;57;Tyskland;5;CW Chang;98,98;2;6;121;5,3;Handicap;22387;8443;6696
09.05.2018;Happy Valley;7;1650;Gress;1310000;5;Olivier Doleuze;57;Tyskland;5;CW Chang;101,84;0;5;116;15;Handicap;22387;8449;6696
15.11.2017;Happy Valley;6;1000;Gress;1310000;3;U Rispoli;57;New Zealand;5;P O'Sullivan;58,15;2;10;113;14;Handicap;22388;8662;6691
13.12.2017;Happy Valley;8;1200;Gress;1310000;1;Olivier Doleuze;56;New Zealand;5;P O'Sullivan;71,21;0;12;101;22;Handicap;22388;8449;6691
13.01.2018;Sha Tin;9;1200;Dirt;1310000;5;S Clipperton;57;New Zealand;6;P O'Sullivan;69,57;3;11;113;10;Handicap;22388;8653;6691
25.02.2018;Sha Tin;5;1200;Gress;1310000;13;S Clipperton;56;New Zealand;6;P O'Sullivan;71,09;2;11;111;86;Handicap;22388;8653;6691
18.03.2018;Sha Tin;7;1200;Gress;1310000;4;A Sanna;54;New Zealand;6;P O'Sullivan;70,14;2;8;120;99;Handicap;22388;8672;6691
08.04.2018;Sha Tin;4;1200;Gress;1310000;12;H N Wong;50;New Zealand;6;P O'Sullivan;69,87;4;7;118;99;Handicap;22388;8660;6691
06.05.2018;Sha Tin;8;1000;Gress;1310000;4;H N Wong;50;New Zealand;6;P O'Sullivan;55,99;0;6;112;75;Handicap;22388;8660;6691
28.10.2018;Happy Valley;5;1200;Gress;920000;5;M Chadwick;59;New Zealand;6;P O'Sullivan;71,39;3;4;122;12;Handicap;22388;8663;6691
14.11.2018;Happy Valley;4;1200;Gress;920000;5;M Chadwick;59;New Zealand;6;P O'Sullivan;70,73;3;5;121;12;Handicap;22388;8663;6691
10.04.2019;Happy Valley;5;1200;Gress;920000;5;Martin Harley;60;New Zealand;7;P O'Sullivan;70,64;1;6;114;24;Handicap;22388;8486;6691
01.05.2019;Happy Valley;3;1200;Gress;920000;1;C Schofield;59;New Zealand;7;P O'Sullivan;70,74;0;7;107;7,6;Handicap;22388;8655;6691
05.06.2019;Happy Valley;3;1000;Gress;920000;6;Martin Harley;58;New Zealand;7;P O'Sullivan;58,6;2;10;103;31;Handicap;22388;8486;6691
25.09.2019;Happy Valley;5;1200;Gress;967000;4;A Sanna;55;New Zealand;7;TP Yung;73,37;2;11;73;50;Handicap;22388;8672;6690
29.11.2017;Happy Valley;8;1800;Gress;1310000;5;C Schofield;59;Australia;6;AT Millard;110,77;1;7;124;14;Handicap;22389;8655;6524
13.12.2017;Happy Valley;6;1650;Gress;1310000;6;N Rawiller;58;Australia;6;AT Millard;101,28;3;9;120;7,1;Handicap;22389;8654;6524
10.01.2018;Happy Valley;7;1650;Gress;1310000;11;A Sanna;57;Australia;7;AT Millard;100,98;1;4;121;96;Handicap;22389;8672;6524
07.02.2018;Happy Valley;8;1650;Gress;1310000;1;A Sanna;56;Australia;7;AT Millard;100,9;0;4;120;9,2;Handicap;22389;8672;6524
28.02.2018;Sha Tin;6;1650;Dirt;1310000;10;A Sanna;56;Australia;7;AT Millard;98,87;6;6;124;14;Handicap;22389;8672;6524
11.03.2018;Sha Tin;6;1650;Dirt;1310000;5;K C Leung;55;Australia;7;AT Millard;99,84;3;11;109;14;Handicap;22389;8656;6524
08.04.2018;Sha Tin;6;1800;Gress;1310000;6;C Wong;49;Australia;7;AT Millard;107,86;0;6;113;26;Handicap;22389;8774;6524
29.04.2018;Sha Tin;3;1600;Gress;1310000;11;C Wong;49;Australia;7;AT Millard;94,64;0;1;123;11;Handicap;22389;8774;6524
05.09.2018;Happy Valley;7;1650;Gress;1380000;7;C Wong;54;Australia;7;AT Millard;100,75;0;3;120;6,7;Handicap;22389;8774;6524
01.10.2018;Sha Tin;6;1600;Gress;1380000;1;C Wong;54;Australia;7;AT Millard;94,32;0;1;126;3,5;Handicap;22389;8774;6524
14.11.2018;Happy Valley;8;1650;Gress;1950000;1;C Wong;49;Australia;7;AT Millard;100,53;0;7;114;10;Handicap;22389;8774;6524
26.12.2018;Happy Valley;8;1650;Gress;1950000;12;C Wong;50;Australia;7;AT Millard;100,94;2;9;115;37;Handicap;22389;8774;6524
20.01.2019;Sha Tin;3;1800;Gress;1950000;10;M Chadwick;54;Australia;8;AT Millard;108,2;0;10;114;36;Handicap;22389;8663;6524
10.02.2019;Sha Tin;10;1400;Gress;1380000;10;M Chadwick;60;Australia;8;AT Millard;83,28;0;11;118;99;Handicap;22389;8663;6524
02.03.2019;Sha Tin;8;1400;Gress;1380000;4;G van Niekerk;60;Australia;8;AT Millard;84,68;1;14;103;39;Handicap;22389;8831;6524
03.09.2017;Sha Tin;9;1200;Gress;1310000;12;M F Poon;49;Australia;7;KL Man;70,6;2;11;109;31;Handicap;22390;8658;6693
16.09.2017;Sha Tin;9;1000;Gress;1310000;9;H N Wong;51;Australia;7;KL Man;57,79;0;13;105;99;Handicap;22390;8660;6693
01.10.2017;Sha Tin;3;1200;Gress;880000;8;Joao Moreira;60;Australia;7;KL Man;70,4;3;7;118;8,9;Handicap;22390;8443;6693
18.10.2017;Happy Valley;5;1200;Gress;880000;12;Joao Moreira;60;Australia;7;KL Man;70,88;2;2;120;27;Handicap;22390;8443;6693
10.09.2017;Sha Tin;1;1200;Gress;880000;7;S Clipperton;60;Australia;8;KL Man;70,08;3;3;121;13;Handicap;22391;8653;6693
01.10.2017;Sha Tin;4;1400;Gress;880000;5;S Clipperton;59;Australia;8;KL Man;84,45;2;9;100;14;Handicap;22391;8653;6693
11.11.2017;Sha Tin;5;1200;Gress;880000;1;H T Mo;56;Australia;8;KL Man;71,13;0;13;97;47;Handicap;22391;8657;6693
